Timestamp,Value
0.007692627,-1579
0.015385254,-1597
0.023077881,-1513
0.030770508,-1217
0.038463135,-855
0.046155762,-705
0.053848389,-900
0.061541016,-1429
0.069233643,-1870
0.076926270,-1760
0.084618896,-1466
0.092311523,-1447
0.100004150,-1484
0.107696777,-1418
0.115389404,-1395
0.123082031,-1395
0.130774658,-1359
0.138467285,-1334
0.146159912,-1334
0.153852539,-1330
0.161545166,-1312
0.169237793,-1269
0.176930420,-1232
0.184623047,-1212
0.192315674,-1185
0.200008301,-1160
0.207700928,-1137
0.215393555,-1108
0.223086182,-1083
0.230778809,-1070
0.238471436,-1054
0.246164063,-1047
0.253856689,-1054
0.261549316,-1063
0.269241943,-1056
0.276934570,-1054
0.284627197,-1076
0.292319824,-1108
0.300012451,-1128
0.307705078,-1149
0.315397705,-1171
0.323090332,-1201
0.330782959,-1226
0.338475586,-1242
0.346168213,-1244
0.353860840,-1235
0.361553467,-1217
0.369246094,-1208
0.376938721,-1199
0.384631348,-1174
0.392323975,-1153
0.400016602,-1149
0.407709229,-1131
0.415401855,-1099
0.423094482,-1079
0.430787109,-1076
0.438479736,-1070
0.446172363,-1056
0.453864990,-1040
0.461557617,-1033
0.469250244,-1036
0.476942871,-1036
0.484635498,-1027
0.492328125,-1015
0.500020752,-1027
0.507713379,-1033
0.515406006,-993
0.523098633,-959
0.530791260,-963
0.538483887,-954
0.546176514,-927
0.553869141,-923
0.561561768,-929
0.569254395,-925
0.576947022,-913
0.584639649,-898
0.592332276,-886
0.600024903,-886
0.607717530,-882
0.615410157,-868
0.623102784,-850
0.630795411,-823
0.638488038,-809
0.646180664,-814
0.653873291,-816
0.661565918,-821
0.669258545,-832
0.676951172,-830
0.684643799,-816
0.692336426,-812
0.700029053,-809
0.707721680,-812
0.715414307,-837
0.723106934,-791
0.730799561,-549
0.738492188,-221
0.746184815,-52
0.753877442,-158
0.761570069,-617
0.769262696,-1117
0.776955323,-1088
0.784647950,-766
0.792340577,-714
0.800033204,-778
0.807725831,-714
0.815418457,-678
0.823111084,-701
0.830803711,-683
0.838496338,-653
0.846188965,-651
0.853881592,-640
0.861574219,-619
0.869266846,-599
0.876959473,-576
0.884652100,-552
0.892344727,-536
0.900037354,-513
0.907729981,-477
0.915422608,-441
0.923115235,-418
0.930807862,-400
0.938500489,-384
0.946193116,-377
0.953885743,-377
0.961578370,-382
0.969270997,-398
0.976963623,-427
0.984656250,-450
0.992348877,-477
1.000041504,-509
1.007734131,-529
1.015426758,-542
1.023119385,-574
1.030812012,-606
1.038504639,-619
1.046197266,-624
1.053889893,-626
1.061582520,-615
1.069275147,-606
1.076967774,-601
1.084660401,-590
1.092353028,-574
1.100045655,-567
1.107738282,-567
1.115430909,-554
1.123123536,-542
1.130816021,-538
1.138508526,-536
1.146201031,-531
1.153893535,-522
1.161586040,-515
1.169278545,-518
1.176971050,-513
1.184663555,-509
1.192356060,-509
1.200048565,-509
1.207741070,-506
1.215433575,-502
1.223126079,-502
1.230818584,-497
1.238511089,-490
1.246203594,-488
1.253896099,-490
1.261588604,-488
1.269281109,-490
1.276973614,-479
1.284666118,-454
1.292358623,-443
1.300051128,-445
1.307743633,-445
1.315436138,-441
1.323128643,-441
1.330821148,-436
1.338513653,-432
1.346206158,-432
1.353898662,-429
1.361591167,-427
1.369283672,-425
1.376976177,-420
1.384668682,-423
1.392361187,-423
1.400053692,-407
1.407746197,-384
1.415438701,-364
1.423131206,-350
1.430823711,-350
1.438516216,-352
1.446208721,-368
1.453901226,-391
1.461593731,-395
1.469286236,-389
1.476978741,-389
1.484671245,-393
1.492363750,-398
1.500056255,-409
1.507748760,-398
1.515441265,-246
1.523133770,63
1.530826275,332
1.538518780,395
1.546211284,131
1.553903789,-427
1.561596294,-730
1.569288799,-502
1.576981304,-303
1.584673809,-366
1.592366314,-366
1.600058819,-298
1.607751324,-305
1.615443828,-309
1.623136333,-285
1.630828838,-280
1.638521343,-271
1.646213848,-237
1.653906353,-214
1.661598858,-208
1.669291363,-183
1.676983867,-153
1.684676372,-135
1.692368720,-115
1.700061103,-92
1.707753485,-74
1.715445868,-56
1.723138251,-38
1.730830634,-27
1.738523017,-27
1.746215399,-36
1.753907782,-49
1.761600165,-70
1.769292548,-97
1.776984931,-124
1.784677313,-142
1.792369696,-169
1.800062079,-214
1.807754462,-257
1.815446845,-285
1.823139228,-309
1.830831610,-328
1.838523993,-337
1.846216376,-343
1.853908759,-343
1.861601142,-337
1.869293524,-330
1.876985907,-321
1.884678290,-312
1.892370673,-309
1.900063056,-303
1.907755438,-294
1.915447821,-289
1.923140204,-289
1.930832587,-282
1.938524970,-278
1.946217353,-285
1.953909735,-287
1.961602118,-285
1.969294501,-287
1.976986884,-289
1.984679267,-291
1.992371649,-287
2.000064032,-269
2.007756415,-255
2.015448798,-255
2.023141181,-257
2.030833563,-255
2.038525946,-255
2.046218329,-260
2.053910712,-257
2.061603095,-248
2.069295478,-248
2.076987860,-255
2.084680243,-255
2.092372626,-251
2.100065009,-251
2.107757392,-251
2.115449774,-251
2.123142157,-251
2.130834540,-248
2.138526923,-239
2.146219306,-233
2.153911688,-233
2.161604071,-233
2.169296454,-233
2.176988837,-235
2.184681220,-235
2.192373603,-233
2.200065985,-223
2.207758368,-217
2.215450751,-214
2.223143134,-212
2.230835517,-210
2.238527899,-208
2.246220282,-208
2.253912491,-201
2.261604752,-187
2.269297012,-169
2.276989273,-158
2.284681534,-151
2.292373795,-144
2.300066055,-158
2.307758316,-187
2.315450577,-190
2.323142838,-174
2.330835098,-167
2.338527359,-165
2.346219620,-169
2.353911881,-199
2.361604141,-158
2.369296402,76
2.376988663,400
2.384680924,590
2.392373184,531
2.400065445,101
2.407757706,-445
2.415449966,-490
2.423142227,-185
2.430834488,-131
2.438526749,-210
2.446219009,-158
2.453911270,-124
2.461603531,-151
2.469295792,-138
2.476988052,-113
2.484680313,-106
2.492372574,-85
2.500064835,-61
2.507757095,-52
2.515449356,-38
2.523141617,-18
2.530833878,-6
2.538526138,6
2.546218399,24
2.553910660,42
2.561602921,61
2.569295181,76
2.576987442,85
2.584679703,90
2.592371964,85
2.600064224,70
2.607756485,49
2.615448746,27
2.623141007,2
2.630833267,-29
2.638525528,-65
2.646217789,-108
2.653910049,-149
2.661602310,-185
2.669294571,-217
2.676986832,-239
2.684679092,-260
2.692371353,-273
2.700063614,-276
2.707755875,-269
2.715448135,-264
2.723140396,-260
2.730832657,-255
2.738524918,-248
2.746217178,-244
2.753909439,-237
2.761601700,-230
2.769293961,-228
2.776986221,-226
2.784678482,-217
2.792370743,-205
2.800063004,-196
2.807755264,-199
2.815447960,-203
2.823140709,-208
2.830833458,-212
2.838526207,-212
2.846218956,-212
2.853911705,-210
2.861604454,-208
2.869297203,-201
2.876989952,-190
2.884682701,-180
2.892375450,-180
2.900068199,-183
2.907760948,-180
2.915453697,-174
2.923146446,-176
2.930839195,-178
2.938531944,-174
2.946224693,-171
2.953917442,-171
2.961610191,-169
2.969302940,-169
2.976995689,-167
2.984688438,-149
2.992381187,-128
3.000073936,-119
3.007766685,-122
3.015459434,-115
3.023152183,-108
3.030844932,-108
3.038537681,-106
3.046230430,-101
3.053923179,-104
3.061615928,-106
3.069308677,-104
3.077001426,-99
3.084694175,-99
3.092386924,-106
3.100079673,-108
3.107772422,-97
3.115465171,-70
3.123157920,-54
3.130850669,-47
3.138543418,-47
3.146236168,-65
3.153928917,-97
3.161621666,-115
3.169314415,-110
3.177007164,-110
3.184699913,-117
3.192392662,-126
3.200085411,-151
3.207778160,-149
3.215470909,18
3.223163658,323
3.230856407,547
3.238549156,567
3.246241905,271
3.253934654,-287
3.261627403,-524
3.269320152,-257
3.277012901,-97
3.284705650,-180
3.292398399,-162
3.300091148,-92
3.307783897,-104
3.315476646,-106
3.323169395,-83
3.330862144,-83
3.338554893,-81
3.346247642,-63
3.353940391,-52
3.361633140,-38
3.369325889,-20
3.377018447,-2
3.384710952,15
3.392403457,38
3.400095962,63
3.407788467,76
3.415480972,92
3.423173477,110
3.430865982,119
3.438558486,119
3.446250991,110
3.453943496,90
3.461636001,63
3.469328506,33
3.477021011,11
3.484713516,-11
3.492406021,-52
3.500098526,-99
3.507791030,-142
3.515483535,-178
3.523176040,-208
3.530868545,-226
3.538561050,-233
3.546253555,-237
3.553946060,-235
3.561638565,-226
3.569331069,-217
3.577023574,-212
3.584716079,-205
3.592408584,-201
3.600101089,-192
3.607793594,-183
3.615486099,-171
3.623178604,-165
3.630871109,-162
3.638563613,-160
3.646256118,-156
3.653948623,-151
3.661641128,-147
3.669333633,-144
3.677026138,-138
3.684718643,-135
3.692411148,-138
3.700103652,-135
3.707796157,-135
3.715488662,-135
3.723181167,-131
3.730873672,-131
3.738566177,-131
3.746258682,-128
3.753951187,-128
3.761643692,-128
3.769336196,-126
3.777028701,-122
3.784721206,-119
3.792413711,-122
3.800106216,-113
3.807798721,-101
3.815491226,-101
3.823183731,-106
3.830876235,-101
3.838568740,-85
3.846261245,-65
3.853953750,-49
3.861646255,-45
3.869338760,-56
3.877031265,-83
3.884723770,-108
3.892416275,-115
3.900108779,-110
3.907801284,-110
3.915493789,-113
3.923186294,-122
3.930878799,-149
3.938571006,-117
3.946263267,90
3.953955528,386
3.961647788,567
3.969340049,513
3.977032310,90
3.984724571,-450
3.992416831,-481
4.000109092,-156
4.007801353,-95
4.015493614,-174
4.023185874,-122
4.030878135,-90
4.038570396,-117
4.046262657,-101
4.053954917,-76
4.061647178,-79
4.069339439,-72
4.077031700,-56
4.084723960,-42
4.092416221,-27
4.100108482,-4
4.107800743,15
4.115493003,38
4.123185264,58
4.130877525,81
4.138569786,104
4.146262046,124
4.153954307,140
4.161646568,149
4.169338828,144
4.177031089,131
4.184723350,113
4.192415611,81
4.200107871,45
4.207800132,4
4.215492393,-45
4.223184654,-95
4.230876914,-144
4.238569175,-185
4.246261436,-214
4.253953697,-239
4.261645957,-251
4.269338218,-255
4.277030479,-251
4.284722740,-246
4.292415000,-239
4.300107261,-233
4.307799522,-221
4.315491783,-203
4.323184043,-187
4.330876304,-183
4.338568565,-178
4.346260826,-167
4.353953086,-153
4.361645347,-142
4.369337608,-135
4.377029869,-128
4.384722129,-124
4.392414390,-124
4.400106651,-124
4.407798912,-122
4.415491172,-119
4.423183433,-119
4.430875694,-122
4.438567954,-119
4.446260215,-117
4.453952476,-115
4.461644737,-110
4.469336997,-95
4.477029258,-79
4.484721519,-76
4.492413780,-79
4.500106266,-74
4.507798771,-76
4.515491276,-83
4.523183781,-83
4.530876286,-79
4.538568791,-58
4.546261296,-38
4.553953801,-33
4.561646306,-42
4.569338810,-61
4.577031315,-90
4.584723820,-104
4.592416325,-97
4.600108830,-88
4.607801335,-92
4.615493840,-95
4.623186345,-110
4.630878849,-128
4.638571354,-27
4.646263859,251
4.653956364,513
4.661648869,585
4.669341374,355
4.677033879,-196
4.684726384,-542
4.692418889,-316
4.700111393,-72
4.707803898,-133
4.715496403,-156
4.723188908,-90
4.730881413,-95
4.738573918,-104
4.746266423,-76
4.753958928,-70
4.761651433,-72
4.769343937,-61
4.777036442,-45
4.784728947,-33
4.792421452,-18
4.800113957,2
4.807806462,22
4.815498967,54
4.823191472,83
4.830883976,106
4.838576481,133
4.846268986,156
4.853961491,162
4.861653996,167
4.869346501,162
4.877039006,144
4.884731511,119
4.892424016,88
4.900116520,52
4.907809025,4
4.915501530,-42
4.923194035,-90
4.930886540,-140
4.938579045,-183
4.946271550,-214
4.953964055,-237
4.961656559,-239
4.969349064,-228
4.977041569,-214
4.984734074,-212
4.992426579,-208
5.000119084,-199
5.007811589,-192
5.015504094,-187
5.023196599,-180
5.030889103,-174
5.038581608,-165
5.046274113,-162
5.053966618,-160
5.061659384,-156
5.069352133,-153
5.077044882,-153
5.084737631,-151
5.092430380,-144
5.100123129,-140
5.107815878,-140
5.115508627,-140
5.123201376,-140
5.130894125,-142
5.138586874,-140
5.146279623,-133
5.153972372,-126
5.161665121,-119
5.169357870,-113
5.177050619,-110
5.184743368,-108
5.192436117,-104
5.200128866,-99
5.207821615,-99
5.215514364,-99
5.223207113,-97
5.230899862,-95
5.238592611,-92
5.246285360,-95
5.253978109,-99
5.261670858,-95
5.269363607,-79
5.277056356,-54
5.284749105,-38
5.292441854,-38
5.300134603,-49
5.307827352,-74
5.315520102,-95
5.323212851,-88
5.330905600,-72
5.338598349,-67
5.346291098,-70
5.353983847,-74
5.361676596,-97
5.369369345,-95
5.377062094,56
5.384754843,337
5.392447592,545
5.400140341,547
5.407833090,208
5.415525839,-352
